,LI_chr,LI_dis,LI_soc,LI_previous
1217,0,50,200,0
1218,0,50,150,1
1219,0,50,100,1
1220,0,50,50,1
1221,0,0,0,1
1222,0,0,0,0
1223,0,0,0,0
1224,0,0,0,0
1225,50,0,0,0
1226,50,0,42.5,-1
1227,50,0,85,-1
1228,50,0,127.5,-1
1229,35.29411765,0,170,-1
1230,0,0,200,-0.705882353
1231,0,50,200,0
1232,0,50,150,1
1233,50,0,100,1
1234,50,0,142.5,-1
1235,17.64705882,0,185,-1
1236,0,0,200,-0.352941176
1237,0,0,200,0
1238,0,0,200,0
1239,0,0,200,0
1240,0,0,200,0
1241,0,50,200,0
1242,0,50,150,1
1243,0,50,100,1
1244,0,50,50,1
1245,0,0,0,1
1246,0,0,0,0
1247,0,0,0,0
1248,0,0,0,0
1249,0,0,0,0
1250,50,0,0,0
1251,50,0,42.5,-1
1252,50,0,85,-1
1253,50,0,127.5,-1
1254,0,0,170,-1
1255,0,50,170,0
1256,0,50,120,1
1257,2.941176471,0,70,1
1258,50,0,72.5,-0.058823529
1259,50,0,115,-1
1260,50,0,157.5,-1
1261,0,0,200,-1
1262,0,0,200,0
1263,0,0,200,0
1264,0,0,200,0
1265,0,50,200,0
1266,0,50,150,1
1267,0,50,100,1
1268,0,50,50,1
1269,0,0,0,1
1270,0,0,0,0
1271,0,0,0,0
1272,0,0,0,0
1273,0,0,0,0
1274,0,0,0,0
1275,0,0,0,0
1276,8.823529412,0,0,0
1277,50,0,7.5,-0.176470588
1278,0,0,50,-1
1279,0,50,50,0
1280,0,0,0,1
1281,0,0,0,0
1282,0,0,0,0
1283,50,0,0,0
1284,50,0,42.5,-1
1285,50,0,85,-1
1286,50,0,127.5,-1
1287,35.29411765,0,170,-1
1288,0,0,200,-0.705882353
1289,0,50,200,0
1290,0,50,150,1
1291,0,50,100,1
1292,0,0,50,1
1293,0,50,50,0
1294,0,0,0,1
1295,0,0,0,0
1296,0,0,0,0
1297,0,0,0,0
1298,0,0,0,0
1299,0,0,0,0
1300,0,0,0,0
1301,0,0,0,0
1302,0,0,0,0
1303,0,0,0,0
1304,0,0,0,0
1305,0,0,0,0
1306,50,0,0,0
1307,50,0,42.5,-1
1308,50,0,85,-1
1309,50,0,127.5,-1
1310,35.29411765,0,170,-1
1311,0,0,200,-0.705882353
1312,0,0,200,0
1313,0,50,200,0
1314,0,50,150,1
1315,0,50,100,1
1316,0,50,50,1
1317,0,0,0,1
1318,0,0,0,0
1319,0,0,0,0
1320,0,0,0,0
1321,0,0,0,0
1322,0,0,0,0
1323,0,0,0,0
1324,0,0,0,0
1325,0,0,0,0
1326,0,0,0,0
1327,0,0,0,0
1328,0,0,0,0
1329,0,0,0,0
1330,50,0,0,0
1331,50,0,42.5,-1
1332,50,0,85,-1
1333,50,0,127.5,-1
1334,35.29411765,0,170,-1
1335,0,0,200,-0.705882353
1336,0,0,200,0
1337,0,50,200,0
1338,0,50,150,1
1339,0,50,100,1
1340,0,50,50,1
1341,0,0,0,1
1342,0,0,0,0
1343,0,0,0,0
1344,0,0,0,0
1345,0,0,0,0
1346,0,0,0,0
1347,0,0,0,0
1348,0,0,0,0
1349,0,0,0,0
1350,0,0,0,0
1351,0,0,0,0
1352,0,0,0,0
1353,35.29411765,0,0,0
1354,50,0,30,-0.705882353
1355,50,0,72.5,-1
1356,50,0,115,-1
1357,50,0,157.5,-1
1358,0,0,200,-1
1359,0,0,200,0
1360,0,0,200,0
1361,0,50,200,0
1362,0,50,150,1
1363,0,50,100,1
1364,0,50,50,1
1365,0,0,0,1
1366,0,0,0,0
1367,0,0,0,0
1368,0,0,0,0
1369,0,0,0,0
1370,0,0,0,0
1371,50,0,0,0
1372,50,0,42.5,-1
1373,17.64705882,0,85,-1
1374,0,0,100,-0.352941176
1375,0,50,100,0
1376,0,50,50,1
1377,0,0,0,1
1378,0,0,0,0
1379,35.29411765,0,0,0
1380,50,0,30,-0.705882353
1381,50,0,72.5,-1
1382,50,0,115,-1
1383,50,0,157.5,-1
1384,0,0,200,-1
1385,0,0,200,0
1386,0,50,200,0
1387,0,50,150,1
1388,0,50,100,1
1389,0,50,50,1
1390,0,0,0,1
1391,0,0,0,0
1392,0,0,0,0
1393,0,0,0,0
1394,17.64705882,0,0,0
1395,50,0,15,-0.352941176
1396,50,0,57.5,-1
1397,0,0,100,-1
1398,0,0,100,0
1399,0,50,100,0
1400,0,50,50,1
1401,0,0,0,1
1402,0,0,0,0
1403,50,0,0,0
1404,50,0,42.5,-1
1405,50,0,85,-1
1406,50,0,127.5,-1
1407,35.29411765,0,170,-1
1408,0,0,200,-0.705882353
1409,0,50,200,0
1410,0,50,150,1
1411,0,50,100,1
1412,0,50,50,1
1413,0,0,0,1
1414,0,0,0,0
1415,0,0,0,0
1416,0,0,0,0
1417,35.29411765,0,0,0
1418,50,0,30,-0.705882353
1419,50,0,72.5,-1
1420,50,0,115,-1
1421,50,0,157.5,-1
1422,0,0,200,-1
1423,0,50,200,0
1424,0,50,150,1
1425,0,50,100,1
1426,0,50,50,1
1427,35.29411765,0,0,1
1428,50,0,30,-0.705882353
1429,50,0,72.5,-1
1430,50,0,115,-1
1431,50,0,157.5,-1
1432,0,0,200,-1
1433,0,50,200,0
1434,0,50,150,1
1435,0,50,100,1
1436,0,50,50,1
1437,0,0,0,1
1438,0,0,0,0
1439,0,0,0,0
1440,0,0,0,0
1441,0,0,0,0
1442,50,0,0,0
1443,50,0,42.5,-1
1444,50,0,85,-1
1445,26.47058824,0,127.5,-1
1446,0,50,150,-0.529411765
1447,0,50,100,1
1448,0,50,50,1
1449,0,0,0,1
1450,0,0,0,0
1451,50,0,0,0
1452,50,0,42.5,-1
1453,50,0,85,-1
1454,50,0,127.5,-1
1455,35.29411765,0,170,-1
1456,0,0,200,-0.705882353
1457,0,50,200,0
1458,0,50,150,1
1459,0,50,100,1
1460,0,50,50,1
1461,0,0,0,1
1462,0,0,0,0
1463,0,0,0,0
1464,0,0,0,0
1465,0,0,0,0
1466,50,0,0,0
1467,50,0,42.5,-1
1468,50,0,85,-1
1469,26.47058824,0,127.5,-1
1470,0,50,150,-0.529411765
1471,0,50,100,1
1472,0,50,50,1
1473,0,0,0,1
1474,0,0,0,0
1475,50,0,0,0
1476,50,0,42.5,-1
1477,50,0,85,-1
1478,50,0,127.5,-1
1479,35.29411765,0,170,-1
1480,0,0,200,-0.705882353
1481,0,50,200,0
1482,0,50,150,1
1483,0,50,100,1
1484,0,50,50,1
1485,0,0,0,1
1486,0,0,0,0
1487,0,0,0,0
1488,0,0,0,0
1489,0,0,0,0
1490,50,0,0,0
1491,17.64705882,0,42.5,-1
1492,50,0,57.5,-0.352941176
1493,0,0,100,-1
1494,0,0,100,0
1495,0,50,100,0
1496,0,50,50,1
1497,0,0,0,1
1498,0,0,0,0
1499,50,0,0,0
1500,50,0,42.5,-1
1501,50,0,85,-1
1502,50,0,127.5,-1
1503,35.29411765,0,170,-1
1504,0,0,200,-0.705882353
1505,0,0,200,0
1506,0,50,200,0
1507,0,50,150,1
1508,0,50,100,1
1509,0,50,50,1
1510,0,0,0,1
1511,0,0,0,0
1512,0,0,0,0
1513,0,0,0,0
1514,0,0,0,0
1515,0,0,0,0
1516,0,0,0,0
1517,0,0,0,0
1518,0,0,0,0
1519,0,0,0,0
1520,0,0,0,0
1521,0,0,0,0
1522,35.29411765,0,0,0
1523,50,0,30,-0.705882353
1524,50,0,72.5,-1
1525,50,0,115,-1
1526,50,0,157.5,-1
1527,0,0,200,-1
1528,0,0,200,0
1529,0,0,200,0
1530,0,50,200,0
1531,0,50,150,1
1532,0,50,100,1
1533,0,50,50,1
1534,0,0,0,1
1535,0,0,0,0
1536,0,0,0,0
1537,0,0,0,0
1538,50,0,0,0
1539,50,0,42.5,-1
1540,50,0,85,-1
1541,26.47058824,0,127.5,-1
1542,0,50,150,-0.529411765
1543,0,50,100,1
1544,0,50,50,1
1545,0,0,0,1
1546,0,0,0,0
1547,50,0,0,0
1548,50,0,42.5,-1
1549,50,0,85,-1
1550,50,0,127.5,-1
1551,35.29411765,0,170,-1
1552,0,0,200,-0.705882353
1553,0,0,200,0
1554,0,50,200,0
1555,0,50,150,1
1556,0,50,100,1
1557,0,50,50,1
1558,0,0,0,1
1559,0,0,0,0
1560,0,0,0,0
1561,0,0,0,0
1562,50,0,0,0
1563,50,0,42.5,-1
1564,50,0,85,-1
1565,26.47058824,0,127.5,-1
1566,0,50,150,-0.529411765
1567,0,50,100,1
1568,0,50,50,1
1569,0,0,0,1
1570,0,0,0,0
1571,50,0,0,0
1572,50,0,42.5,-1
1573,50,0,85,-1
1574,50,0,127.5,-1
1575,35.29411765,0,170,-1
1576,0,0,200,-0.705882353
1577,0,0,200,0
1578,0,50,200,0
1579,0,50,150,1
1580,0,50,100,1
1581,0,50,50,1
1582,0,0,0,1
1583,0,0,0,0
1584,0,0,0,0
1585,0,0,0,0
1586,50,0,0,0
1587,50,0,42.5,-1
1588,50,0,85,-1
1589,26.47058824,0,127.5,-1
1590,0,50,150,-0.529411765
1591,0,50,100,1
1592,0,50,50,1
1593,0,0,0,1
1594,0,0,0,0
1595,35.29411765,0,0,0
1596,50,0,30,-0.705882353
1597,50,0,72.5,-1
1598,50,0,115,-1
1599,50,0,157.5,-1
1600,0,0,200,-1
1601,0,0,200,0
1602,0,50,200,0
1603,0,50,150,1
1604,0,50,100,1
1605,0,50,50,1
1606,0,0,0,1
1607,0,0,0,0
1608,0,0,0,0
1609,26.47058824,0,0,0
1610,50,0,22.5,-0.529411765
1611,50,0,65,-1
1612,50,0,107.5,-1
1613,0,0,150,-1
1614,0,50,150,0
1615,0,50,100,1
1616,0,50,50,1
1617,0,0,0,1
1618,0,0,0,0
1619,50,0,0,0
1620,50,0,42.5,-1
1621,50,0,85,-1
1622,50,0,127.5,-1
1623,35.29411765,0,170,-1
1624,0,0,200,-0.705882353
1625,0,0,200,0
1626,0,50,200,0
1627,0,50,150,1
1628,0,50,100,1
1629,0,50,50,1
1630,0,0,0,1
1631,0,0,0,0
1632,0,0,0,0
1633,0,0,0,0
1634,50,0,0,0
1635,50,0,42.5,-1
1636,50,0,85,-1
1637,0,0,127.5,-1
1638,0,50,127.5,0
1639,0,50,77.5,1
1640,0,27.5,27.5,1
1641,0,0,0,0.55
1642,50,0,0,0
1643,35.29411765,0,42.5,-1
1644,50,0,72.5,-0.705882353
1645,50,0,115,-1
1646,50,0,157.5,-1
1647,0,0,200,-1
1648,0,0,200,0
1649,0,0,200,0
1650,0,50,200,0
1651,0,50,150,1
1652,0,50,100,1
1653,0,50,50,1
1654,0,0,0,1
1655,0,0,0,0
1656,0,0,0,0
1657,0,0,0,0
1658,0,0,0,0
1659,50,0,0,0
1660,8.823529412,0,42.5,-1
1661,0,0,50,-0.176470588
1662,0,0,50,0
1663,0,50,50,0
1664,0,0,0,1
1665,0,0,0,0
1666,0,0,0,0
1667,50,0,0,0
1668,50,0,42.5,-1
1669,50,0,85,-1
1670,50,0,127.5,-1
1671,35.29411765,0,170,-1
1672,0,0,200,-0.705882353
1673,0,0,200,0
1674,0,50,200,0
1675,0,50,150,1
1676,0,50,100,1
1677,0,50,50,1
1678,0,0,0,1
1679,0,0,0,0
1680,0,0,0,0
1681,0,0,0,0
1682,0,0,0,0
1683,0,0,0,0
1684,0,0,0,0
1685,0,0,0,0
1686,0,0,0,0
1687,0,0,0,0
1688,0,0,0,0
1689,0,0,0,0
1690,35.29411765,0,0,0
1691,50,0,30,-0.705882353
1692,50,0,72.5,-1
1693,50,0,115,-1
1694,50,0,157.5,-1
1695,0,0,200,-1
1696,0,0,200,0
1697,0,0,200,0
1698,0,50,200,0
1699,0,50,150,1
1700,0,50,100,1
1701,0,50,50,1
1702,0,0,0,1
1703,0,0,0,0
1704,0,0,0,0
1705,0,0,0,0
1706,50,0,0,0
1707,50,0,42.5,-1
1708,50,0,85,-1
1709,26.47058824,0,127.5,-1
1710,0,50,150,-0.529411765
1711,0,50,100,1
1712,0,50,50,1
1713,0,0,0,1
1714,50,0,0,0
1715,35.29411765,0,42.5,-1
1716,50,0,72.5,-0.705882353
1717,50,0,115,-1
1718,50,0,157.5,-1
1719,0,0,200,-1
1720,0,0,200,0
1721,0,50,200,0
1722,0,50,150,1
1723,0,50,100,1
1724,0,50,50,1
1725,0,0,0,1
1726,0,0,0,0
1727,0,0,0,0
1728,0,0,0,0
1729,0,0,0,0
1730,50,0,0,0
1731,50,0,42.5,-1
1732,50,0,85,-1
1733,26.47058824,0,127.5,-1
1734,0,50,150,-0.529411765
1735,0,50,100,1
1736,0,50,50,1
1737,0,0,0,1
1738,35.29411765,0,0,0
1739,50,0,30,-0.705882353
1740,50,0,72.5,-1
1741,50,0,115,-1
1742,50,0,157.5,-1
1743,0,0,200,-1
1744,0,0,200,0
1745,0,0,200,0
1746,0,50,200,0
1747,0,50,150,1
1748,0,50,100,1
1749,0,50,50,1
1750,0,0,0,1
1751,0,0,0,0
1752,0,0,0,0
1753,0,0,0,0
1754,26.47058824,0,0,0
1755,50,0,22.5,-0.529411765
1756,50,0,65,-1
1757,50,0,107.5,-1
1758,0,50,150,-1
1759,0,50,100,1
1760,0,50,50,1
1761,0,0,0,1
1762,0,0,0,0
1763,50,0,0,0
1764,50,0,42.5,-1
1765,50,0,85,-1
1766,50,0,127.5,-1
1767,35.29411765,0,170,-1
1768,0,0,200,-0.705882353
1769,0,0,200,0
1770,0,50,200,0
1771,0,50,150,1
1772,0,50,100,1
1773,0,50,50,1
1774,0,0,0,1
1775,0,0,0,0
1776,0,0,0,0
1777,0,0,0,0
1778,17.64705882,0,0,0
1779,50,0,15,-0.352941176
1780,50,0,57.5,-1
1781,0,0,100,-1
1782,0,0,100,0
1783,0,50,100,0
1784,0,50,50,1
1785,0,0,0,1
1786,0,0,0,0
1787,50,0,0,0
1788,50,0,42.5,-1
1789,50,0,85,-1
1790,50,0,127.5,-1
1791,35.29411765,0,170,-1
1792,0,0,200,-0.705882353
1793,0,50,200,0
1794,0,50,150,1
1795,0,50,100,1
1796,0,50,50,1
1797,0,0,0,1
1798,0,0,0,0
1799,0,0,0,0
1800,0,0,0,0
1801,0,0,0,0
1802,26.47058824,0,0,0
1803,50,0,22.5,-0.529411765
1804,50,0,65,-1
1805,50,0,107.5,-1
1806,0,50,150,-1
1807,0,50,100,1
1808,0,50,50,1
1809,0,0,0,1
1810,0,0,0,0
1811,50,0,0,0
1812,50,0,42.5,-1
1813,50,0,85,-1
1814,50,0,127.5,-1
1815,35.29411765,0,170,-1
1816,0,0,200,-0.705882353
1817,0,50,200,0
1818,0,50,150,1
1819,0,50,100,1
1820,0,0,50,1
1821,0,50,50,0
1822,0,0,0,1
1823,0,0,0,0
1824,0,0,0,0
1825,0,0,0,0
1826,0,0,0,0
1827,8.823529412,0,0,0
1828,50,0,7.5,-0.176470588
1829,0,0,50,-1
1830,0,0,50,0
1831,0,50,50,0
1832,0,0,0,1
1833,0,0,0,0
1834,0,0,0,0
1835,35.29411765,0,0,0
1836,50,0,30,-0.705882353
1837,50,0,72.5,-1
1838,50,0,115,-1
1839,50,0,157.5,-1
1840,0,0,200,-1
1841,0,0,200,0
1842,0,50,200,0
1843,0,50,150,1
1844,0,50,100,1
1845,0,50,50,1
1846,0,0,0,1
1847,0,0,0,0
1848,0,0,0,0
1849,0,0,0,0
1850,0,0,0,0
1851,0,0,0,0
1852,0,0,0,0
1853,0,0,0,0
1854,0,0,0,0
1855,0,0,0,0
1856,0,0,0,0
1857,0,0,0,0
1858,0,0,0,0
1859,50,0,0,0
1860,50,0,42.5,-1
1861,50,0,85,-1
1862,50,0,127.5,-1
1863,35.29411765,0,170,-1
1864,0,0,200,-0.705882353
1865,0,0,200,0
1866,0,50,200,0
1867,0,50,150,1
1868,0,50,100,1
1869,0,50,50,1
1870,0,0,0,1
1871,0,0,0,0
1872,0,0,0,0
1873,26.47058824,0,0,0
1874,50,0,22.5,-0.529411765
1875,50,0,65,-1
1876,50,0,107.5,-1
1877,0,0,150,-1
1878,0,50,150,0
1879,0,50,100,1
1880,0,50,50,1
1881,0,0,0,1
1882,0,0,0,0
1883,50,0,0,0
1884,50,0,42.5,-1
1885,50,0,85,-1
1886,50,0,127.5,-1
1887,35.29411765,0,170,-1
1888,0,0,200,-0.705882353
1889,0,0,200,0
1890,0,50,200,0
1891,0,50,150,1
1892,0,50,100,1
1893,0,50,50,1
1894,0,0,0,1
1895,0,0,0,0
1896,0,0,0,0
1897,26.47058824,0,0,0
1898,50,0,22.5,-0.529411765
1899,50,0,65,-1
1900,50,0,107.5,-1
1901,0,0,150,-1
1902,0,50,150,0
1903,0,50,100,1
1904,0,50,50,1
1905,0,0,0,1
1906,0,0,0,0
1907,35.29411765,0,0,0
1908,50,0,30,-0.705882353
1909,50,0,72.5,-1
1910,50,0,115,-1
1911,50,0,157.5,-1
1912,0,0,200,-1
1913,0,0,200,0
1914,0,50,200,0
1915,0,50,150,1
1916,0,50,100,1
1917,0,50,50,1
1918,0,0,0,1
1919,0,0,0,0
1920,0,0,0,0
1921,26.47058824,0,0,0
1922,50,0,22.5,-0.529411765
1923,50,0,65,-1
1924,50,0,107.5,-1
1925,0,0,150,-1
1926,0,50,150,0
1927,0,50,100,1
1928,0,50,50,1
1929,0,0,0,1
1930,0,0,0,0
1931,35.29411765,0,0,0
1932,50,0,30,-0.705882353
1933,50,0,72.5,-1
1934,50,0,115,-1
1935,50,0,157.5,-1
1936,0,0,200,-1
1937,0,0,200,0
1938,0,50,200,0
1939,0,50,150,1
1940,0,50,100,1
1941,0,50,50,1
1942,0,0,0,1
1943,50,0,0,0
1944,26.47058824,0,42.5,-1
1945,0,0,65,-0.529411765
1946,0,0,65,0
1947,50,0,65,0
1948,50,0,107.5,-1
1949,0,0,150,-1
1950,0,50,150,0
1951,0,50,100,1
1952,0,50,50,1
1953,0,0,0,1
1954,35.29411765,0,0,0
1955,50,0,30,-0.705882353
1956,50,0,72.5,-1
1957,0,0,115,-1
1958,50,0,115,0
1959,50,0,157.5,-1
1960,0,0,200,-1
1961,0,0,200,0
1962,0,50,200,0
1963,0,50,150,1
1964,0,50,100,1
1965,0,50,50,1
1966,0,0,0,1
1967,0,0,0,0
1968,0,0,0,0
1969,0,0,0,0
1970,50,0,0,0
1971,50,0,42.5,-1
1972,50,0,85,-1
1973,0,0,127.5,-1
1974,0,27.5,127.5,0
1975,0,50,100,0.55
1976,0,50,50,1
1977,0,0,0,1
1978,0,0,0,0
1979,50,0,0,0
1980,50,0,42.5,-1
1981,50,0,85,-1
1982,50,0,127.5,-1
1983,35.29411765,0,170,-1
1984,0,0,200,-0.705882353
1985,0,0,200,0
1986,0,50,200,0
1987,0,50,150,1
1988,0,50,100,1
1989,0,50,50,1
1990,0,0,0,1
1991,0,0,0,0
1992,0,0,0,0
1993,0,0,0,0
1994,0,0,0,0
1995,50,0,0,0
1996,50,0,42.5,-1
1997,17.64705882,0,85,-1
1998,0,0,100,-0.352941176
1999,0,50,100,0
2000,0,50,50,1
2001,0,0,0,1
2002,0,0,0,0
2003,35.29411765,0,0,0
2004,50,0,30,-0.705882353
2005,50,0,72.5,-1
2006,50,0,115,-1
2007,50,0,157.5,-1
2008,0,0,200,-1
2009,0,0,200,0
2010,0,50,200,0
2011,0,50,150,1
2012,0,50,100,1
2013,0,50,50,1
2014,0,0,0,1
2015,0,0,0,0
2016,0,0,0,0
2017,0,0,0,0
2018,0,0,0,0
2019,0,0,0,0
2020,50,0,0,0
2021,0,0,42.5,-1
2022,0,0,42.5,0
2023,0,42.5,42.5,0
2024,0,0,0,0.85
2025,0,0,0,0
2026,0,0,0,0
2027,50,0,0,0
2028,50,0,42.5,-1
2029,50,0,85,-1
2030,50,0,127.5,-1
2031,35.29411765,0,170,-1
2032,0,0,200,-0.705882353
2033,0,0,200,0
2034,0,50,200,0
2035,0,50,150,1
2036,0,50,100,1
2037,0,50,50,1
2038,0,0,0,1
2039,0,0,0,0
2040,0,0,0,0
2041,0,0,0,0
2042,0,0,0,0
2043,0,0,0,0
2044,0,0,0,0
2045,0,0,0,0
2046,0,0,0,0
2047,0,0,0,0
2048,0,0,0,0
2049,0,0,0,0
2050,0,0,0,0
2051,50,0,0,0
2052,50,0,42.5,-1
2053,50,0,85,-1
2054,50,0,127.5,-1
2055,35.29411765,0,170,-1
2056,0,0,200,-0.705882353
2057,0,0,200,0
2058,0,50,200,0
2059,0,50,150,1
2060,0,50,100,1
2061,0,50,50,1
2062,0,0,0,1
2063,0,0,0,0
2064,0,0,0,0
2065,0,0,0,0
2066,26.47058824,0,0,0
2067,50,0,22.5,-0.529411765
2068,50,0,65,-1
2069,50,0,107.5,-1
2070,0,50,150,-1
2071,0,50,100,1
2072,0,50,50,1
2073,0,0,0,1
2074,0,0,0,0
2075,50,0,0,0
2076,50,0,42.5,-1
2077,50,0,85,-1
2078,50,0,127.5,-1
2079,35.29411765,0,170,-1
2080,0,0,200,-0.705882353
2081,0,0,200,0
2082,0,50,200,0
2083,0,50,150,1
2084,0,50,100,1
2085,0,0,50,1
2086,0,50,50,0
2087,0,0,0,1
2088,0,0,0,0
2089,0,0,0,0
2090,0,0,0,0
2091,50,0,0,0
2092,50,0,42.5,-1
2093,17.64705882,0,85,-1
2094,0,0,100,-0.352941176
2095,0,50,100,0
2096,0,50,50,1
2097,0,0,0,1
2098,0,0,0,0
2099,50,0,0,0
2100,50,0,42.5,-1
2101,50,0,85,-1
2102,50,0,127.5,-1
2103,35.29411765,0,170,-1
2104,0,0,200,-0.705882353
2105,0,0,200,0
2106,0,0,200,0
2107,0,50,200,0
2108,0,50,150,1
2109,0,50,100,1
2110,0,50,50,1
2111,0,0,0,1
2112,0,0,0,0
2113,0,0,0,0
2114,17.64705882,0,0,0
2115,50,0,15,-0.352941176
2116,50,0,57.5,-1
2117,0,0,100,-1
2118,0,0,100,0
2119,0,50,100,0
2120,0,50,50,1
2121,0,0,0,1
2122,0,0,0,0
2123,50,0,0,0
2124,50,0,42.5,-1
2125,50,0,85,-1
2126,50,0,127.5,-1
2127,35.29411765,0,170,-1
2128,0,0,200,-0.705882353
2129,0,0,200,0
2130,0,50,200,0
2131,0,50,150,1
2132,0,50,100,1
2133,0,50,50,1
2134,0,0,0,1
2135,0,0,0,0
2136,0,0,0,0
2137,0,0,0,0
2138,17.64705882,0,0,0
2139,50,0,15,-0.352941176
2140,50,0,57.5,-1
2141,0,0,100,-1
2142,0,0,100,0
2143,0,50,100,0
2144,0,50,50,1
2145,0,0,0,1
2146,0,0,0,0
2147,50,0,0,0
2148,50,0,42.5,-1
2149,50,0,85,-1
2150,50,0,127.5,-1
2151,35.29411765,0,170,-1
2152,0,0,200,-0.705882353
2153,0,0,200,0
2154,0,50,200,0
2155,0,50,150,1
2156,0,50,100,1
2157,0,50,50,1
2158,0,0,0,1
2159,0,0,0,0
2160,0,0,0,0
2161,0,0,0,0
2162,0,0,0,0
2163,0,0,0,0
2164,0,0,0,0
2165,0,0,0,0
2166,0,0,0,0
2167,0,0,0,0
2168,0,0,0,0
2169,0,0,0,0
2170,0,0,0,0
2171,50,0,0,0
2172,50,0,42.5,-1
2173,50,0,85,-1
2174,50,0,127.5,-1
2175,35.29411765,0,170,-1
2176,0,0,200,-0.705882353
2177,0,0,200,0
2178,0,50,200,0
2179,0,50,150,1
2180,0,50,100,1
2181,0,50,50,1
2182,0,0,0,1
2183,0,0,0,0
2184,0,0,0,0
2185,0,0,0,0
2186,0,0,0,0
2187,0,0,0,0
2188,0,0,0,0
2189,0,0,0,0
2190,0,0,0,0
2191,0,0,0,0
2192,0,0,0,0
2193,0,0,0,0
2194,0,0,0,0
2195,50,0,0,0
2196,50,0,42.5,-1
2197,50,0,85,-1
2198,50,0,127.5,-1
2199,35.29411765,0,170,-1
2200,0,0,200,-0.705882353
2201,0,0,200,0
2202,0,50,200,0
2203,0,50,150,1
2204,0,50,100,1
2205,0,50,50,1
2206,0,0,0,1
2207,0,0,0,0
2208,0,0,0,0
2209,0,0,0,0
2210,0,0,0,0
2211,0,0,0,0
2212,0,0,0,0
2213,0,0,0,0
2214,0,0,0,0
2215,0,0,0,0
2216,0,0,0,0
2217,0,0,0,0
2218,35.29411765,0,0,0
2219,50,0,30,-0.705882353
2220,50,0,72.5,-1
2221,50,0,115,-1
2222,50,0,157.5,-1
2223,0,0,200,-1
2224,0,0,200,0
2225,0,0,200,0
2226,0,50,200,0
2227,0,50,150,1
2228,0,50,100,1
2229,0,50,50,1
2230,0,0,0,1
2231,0,0,0,0
2232,0,0,0,0
2233,0,0,0,0
2234,0,0,0,0
2235,50,0,0,0
2236,50,0,42.5,-1
2237,17.64705882,0,85,-1
2238,0,0,100,-0.352941176
2239,0,50,100,0
2240,0,50,50,1
2241,0,0,0,1
2242,0,0,0,0
2243,50,0,0,0
2244,50,0,42.5,-1
2245,50,0,85,-1
2246,50,0,127.5,-1
2247,35.29411765,0,170,-1
2248,0,0,200,-0.705882353
2249,0,0,200,0
2250,0,50,200,0
2251,0,50,150,1
2252,0,50,100,1
2253,0,50,50,1
2254,0,0,0,1
2255,0,0,0,0
2256,0,0,0,0
2257,0,0,0,0
2258,0,0,0,0
2259,50,0,0,0
2260,50,0,42.5,-1
2261,17.64705882,0,85,-1
2262,0,0,100,-0.352941176
2263,0,50,100,0
2264,0,50,50,1
2265,0,0,0,1
2266,50,0,0,0
2267,50,0,42.5,-1
2268,50,0,85,-1
2269,50,0,127.5,-1
2270,35.29411765,0,170,-1
2271,0,0,200,-0.705882353
2272,0,0,200,0
2273,0,0,200,0
2274,0,50,200,0
2275,0,50,150,1
2276,0,50,100,1
2277,0,50,50,1
2278,0,0,0,1
2279,0,0,0,0
2280,0,0,0,0
2281,0,0,0,0
2282,17.64705882,0,0,0
2283,50,0,15,-0.352941176
2284,50,0,57.5,-1
2285,0,0,100,-1
2286,0,0,100,0
2287,0,50,100,0
2288,0,50,50,1
2289,0,0,0,1
2290,35.29411765,0,0,0
2291,50,0,30,-0.705882353
2292,50,0,72.5,-1
2293,50,0,115,-1
2294,50,0,157.5,-1
2295,0,0,200,-1
2296,0,0,200,0
2297,0,0,200,0
2298,0,50,200,0
2299,0,50,150,1
2300,0,50,100,1
2301,0,50,50,1
2302,0,0,0,1
2303,0,0,0,0
2304,0,0,0,0
2305,0,0,0,0
2306,26.47058824,0,0,0
2307,50,0,22.5,-0.529411765
2308,50,0,65,-1
2309,50,0,107.5,-1
2310,0,0,150,-1
2311,0,50,150,0
2312,0,50,100,1
2313,0,50,50,1
2314,35.29411765,0,0,1
2315,50,0,30,-0.705882353
2316,50,0,72.5,-1
2317,50,0,115,-1
2318,50,0,157.5,-1
2319,0,0,200,-1
2320,0,0,200,0
2321,0,50,200,0
2322,0,50,150,1
2323,0,50,100,1
2324,0,50,50,1
2325,0,0,0,1
2326,0,0,0,0
2327,0,0,0,0
2328,0,0,0,0
2329,0,0,0,0
2330,0,0,0,0
2331,0,0,0,0
2332,0,0,0,0
2333,0,0,0,0
2334,0,0,0,0
2335,0,0,0,0
2336,0,0,0,0
2337,0,0,0,0
2338,0,0,0,0
2339,35.29411765,0,0,0
2340,50,0,30,-0.705882353
2341,50,0,72.5,-1
2342,50,0,115,-1
2343,50,0,157.5,-1
2344,0,0,200,-1
2345,0,0,200,0
2346,0,50,200,0
2347,0,50,150,1
2348,0,50,100,1
2349,0,50,50,1
2350,0,0,0,1
2351,0,0,0,0
2352,0,0,0,0
2353,0,0,0,0
2354,0,0,0,0
2355,0,0,0,0
2356,0,0,0,0
2357,0,0,0,0
2358,0,0,0,0
2359,0,0,0,0
2360,0,0,0,0
2361,0,0,0,0
2362,0,0,0,0
2363,50,0,0,0
2364,50,0,42.5,-1
2365,50,0,85,-1
2366,50,0,127.5,-1
