,LI_chr,LI_dis,LI_soc,LI_previous
16566,0,50,122.5,0
16567,0,0,72.5,1
16568,50,0,72.5,0
16569,50,0,115,-1
16570,50,0,157.5,-1
16571,0,0,200,-1
16572,0,0,200,0
16573,0,0,200,0
16574,0,0,200,0
16575,0,0,200,0
16576,0,0,200,0
16577,0,50,200,0
16578,0,50,150,1
16579,0,50,100,1
16580,0,50,50,1
16581,0,0,0,1
16582,0,0,0,0
16583,0,0,0,0
16584,0,0,0,0
16585,0,0,0,0
16586,8.823529412,0,0,0
16587,50,0,7.5,-0.176470588
16588,0,0,50,-1
16589,0,0,50,0
16590,0,50,50,0
16591,0,0,0,1
16592,50,0,0,0
16593,50,0,42.5,-1
16594,50,0,85,-1
16595,50,0,127.5,-1
16596,0,0,170,-1
16597,35.29411765,0,170,0
16598,0,0,200,-0.705882353
16599,0,0,200,0
16600,0,0,200,0
16601,0,0,200,0
16602,0,50,200,0
16603,0,50,150,1
16604,0,50,100,1
16605,0,50,50,1
16606,0,0,0,1
16607,0,0,0,0
16608,0,0,0,0
16609,0,0,0,0
16610,0,0,0,0
16611,0,0,0,0
16612,0,0,0,0
16613,0,0,0,0
16614,0,0,0,0
16615,0,0,0,0
16616,50,0,0,0
16617,50,0,42.5,-1
16618,50,0,85,-1
16619,50,0,127.5,-1
16620,35.29411765,0,170,-1
16621,0,0,200,-0.705882353
16622,0,0,200,0
16623,0,0,200,0
16624,0,0,200,0
16625,0,50,200,0
16626,0,50,150,1
16627,0,50,100,1
16628,0,50,50,1
16629,0,0,0,1
16630,0,0,0,0
16631,0,0,0,0
16632,0,0,0,0
16633,0,0,0,0
16634,0,0,0,0
16635,0,0,0,0
16636,0,0,0,0
16637,0,0,0,0
16638,0,0,0,0
16639,35.29411765,0,0,0
16640,50,0,30,-0.705882353
16641,50,0,72.5,-1
16642,50,0,115,-1
16643,50,0,157.5,-1
16644,0,0,200,-1
16645,0,0,200,0
16646,0,0,200,0
16647,0,0,200,0
16648,0,0,200,0
16649,0,50,200,0
16650,0,50,150,1
16651,0,50,100,1
16652,0,50,50,1
16653,0,0,0,1
16654,0,0,0,0
16655,0,0,0,0
16656,0,0,0,0
16657,50,0,0,0
16658,50,0,42.5,-1
16659,50,0,85,-1
16660,50,0,127.5,-1
16661,0,0,170,-1
16662,0,12.5,170,0
16663,0,0,157.5,0.25
16664,50,0,157.5,0
16665,0,0,200,-1
16666,0,0,200,0
16667,0,0,200,0
16668,0,0,200,0
16669,0,0,200,0
16670,0,0,200,0
16671,0,0,200,0
16672,0,0,200,0
16673,0,50,200,0
16674,0,50,150,1
16675,0,50,100,1
16676,0,50,50,1
16677,0,0,0,1
16678,0,0,0,0
16679,0,0,0,0
16680,0,0,0,0
16681,44.11764706,0,0,0
16682,50,0,37.5,-0.882352941
16683,50,0,80,-1
16684,50,0,122.5,-1
16685,0,0,165,-1
16686,0,50,165,0
16687,0,0,115,1
16688,50,0,115,0
16689,50,0,157.5,-1
16690,0,0,200,-1
16691,0,0,200,0
16692,0,0,200,0
16693,0,0,200,0
16694,0,0,200,0
16695,0,0,200,0
16696,0,0,200,0
16697,0,50,200,0
16698,0,50,150,1
16699,0,50,100,1
16700,0,50,50,1
16701,0,0,0,1
16702,0,0,0,0
16703,0,0,0,0
16704,0,0,0,0
16705,0,0,0,0
16706,0,0,0,0
16707,50,0,0,0
16708,44.11764706,0,42.5,-1
16709,0,0,80,-0.882352941
16710,0,50,80,0
16711,0,0,30,1
16712,50,0,30,0
16713,50,0,72.5,-1
16714,50,0,115,-1
16715,50,0,157.5,-1
16716,0,0,200,-1
16717,0,0,200,0
16718,0,0,200,0
16719,0,0,200,0
16720,0,0,200,0
16721,0,50,200,0
16722,0,50,150,1
16723,0,50,100,1
16724,0,50,50,1
16725,0,0,0,1
16726,0,0,0,0
16727,0,0,0,0
16728,0,0,0,0
16729,0,0,0,0
16730,17.64705882,0,0,0
16731,50,0,15,-0.352941176
16732,50,0,57.5,-1
16733,0,50,100,-1
16734,0,50,50,1
16735,0,0,0,1
16736,50,0,0,0
16737,50,0,42.5,-1
16738,50,0,85,-1
16739,35.29411765,0,127.5,-1
16740,0,0,157.5,-0.705882353
16741,50,0,157.5,0
16742,0,0,200,-1
16743,0,0,200,0
16744,0,50,200,0
16745,0,0,150,1
16746,0,50,150,0
16747,0,50,100,1
16748,0,50,50,1
16749,0,0,0,1
16750,0,0,0,0
16751,0,0,0,0
16752,0,0,0,0
16753,0,0,0,0
16754,0,0,0,0
16755,50,0,0,0
16756,44.11764706,0,42.5,-1
16757,0,0,80,-0.882352941
16758,0,50,80,0
16759,0,0,30,1
16760,50,0,30,0
16761,50,0,72.5,-1
16762,50,0,115,-1
16763,50,0,157.5,-1
16764,0,0,200,-1
16765,0,0,200,0
16766,0,0,200,0
16767,0,0,200,0
16768,0,0,200,0
16769,0,50,200,0
16770,0,50,150,1
16771,0,50,100,1
16772,0,50,50,1
16773,0,0,0,1
16774,0,0,0,0
16775,0,0,0,0
16776,0,0,0,0
16777,0,0,0,0
16778,0,0,0,0
16779,0,0,0,0
16780,0,0,0,0
16781,0,0,0,0
16782,0,0,0,0
16783,35.29411765,0,0,0
16784,50,0,30,-0.705882353
16785,50,0,72.5,-1
16786,50,0,115,-1
16787,50,0,157.5,-1
16788,0,0,200,-1
16789,0,0,200,0
16790,0,0,200,0
16791,0,0,200,0
16792,0,0,200,0
16793,0,50,200,0
16794,0,50,150,1
16795,0,50,100,1
16796,0,50,50,1
16797,0,0,0,1
16798,0,0,0,0
16799,0,0,0,0
16800,0,0,0,0
16801,0,0,0,0
16802,0,0,0,0
16803,0,0,0,0
16804,0,0,0,0
16805,0,0,0,0
16806,0,0,0,0
16807,50,0,0,0
16808,50,0,42.5,-1
16809,50,0,85,-1
16810,50,0,127.5,-1
16811,35.29411765,0,170,-1
16812,0,0,200,-0.705882353
16813,0,0,200,0
16814,0,0,200,0
16815,0,0,200,0
16816,0,0,200,0
16817,0,50,200,0
16818,0,50,150,1
16819,0,50,100,1
16820,0,50,50,1
16821,0,0,0,1
16822,0,0,0,0
16823,0,0,0,0
16824,0,0,0,0
16825,0,0,0,0
16826,0,0,0,0
16827,0,0,0,0
16828,0,0,0,0
16829,0,0,0,0
16830,0,0,0,0
16831,50,0,0,0
16832,50,0,42.5,-1
16833,50,0,85,-1
16834,50,0,127.5,-1
16835,35.29411765,0,170,-1
16836,0,0,200,-0.705882353
16837,0,0,200,0
16838,0,0,200,0
16839,0,0,200,0
16840,0,0,200,0
16841,0,50,200,0
16842,0,50,150,1
16843,0,50,100,1
16844,0,50,50,1
16845,0,0,0,1
16846,0,0,0,0
16847,0,0,0,0
16848,0,0,0,0
16849,0,0,0,0
16850,50,0,0,0
16851,50,0,42.5,-1
16852,50,0,85,-1
16853,0,0,127.5,-1
16854,0,50,127.5,0
16855,0,47.5,77.5,1
16856,50,0,30,0.95
16857,50,0,72.5,-1
16858,50,0,115,-1
16859,50,0,157.5,-1
16860,0,0,200,-1
16861,0,0,200,0
16862,0,0,200,0
16863,0,0,200,0
16864,0,0,200,0
16865,0,50,200,0
16866,0,50,150,1
16867,0,50,100,1
16868,0,50,50,1
16869,0,0,0,1
16870,0,0,0,0
16871,0,0,0,0
16872,0,0,0,0
16873,0,0,0,0
16874,50,0,0,0
16875,50,0,42.5,-1
16876,50,0,85,-1
16877,0,0,127.5,-1
16878,0,50,127.5,0
16879,0,47.5,77.5,1
16880,50,0,30,0.95
16881,50,0,72.5,-1
16882,50,0,115,-1
16883,50,0,157.5,-1
16884,0,0,200,-1
16885,0,0,200,0
16886,0,0,200,0
16887,0,0,200,0
16888,0,0,200,0
16889,0,50,200,0
16890,0,50,150,1
16891,0,50,100,1
16892,0,50,50,1
16893,0,0,0,1
16894,0,0,0,0
16895,0,0,0,0
16896,0,0,0,0
16897,50,0,0,0
16898,50,0,42.5,-1
16899,50,0,85,-1
16900,50,0,127.5,-1
16901,0,0,170,-1
16902,0,50,170,0
16903,0,50,120,1
16904,2.941176471,0,70,1
16905,50,0,72.5,-0.058823529
16906,50,0,115,-1
16907,50,0,157.5,-1
16908,0,0,200,-1
16909,0,0,200,0
16910,0,0,200,0
16911,0,0,200,0
16912,0,50,200,0
16913,0,50,150,1
16914,0,50,100,1
16915,0,50,50,1
16916,0,0,0,1
16917,0,0,0,0
16918,0,0,0,0
16919,0,0,0,0
16920,0,0,0,0
16921,0,0,0,0
16922,0,0,0,0
16923,44.11764706,0,0,0
16924,50,0,37.5,-0.882352941
16925,0,0,80,-1
16926,0,50,80,0
16927,0,0,30,1
16928,50,0,30,0
16929,50,0,72.5,-1
16930,50,0,115,-1
16931,50,0,157.5,-1
16932,0,0,200,-1
16933,0,0,200,0
16934,0,0,200,0
16935,0,0,200,0
16936,0,0,200,0
16937,0,50,200,0
16938,0,50,150,1
16939,0,50,100,1
16940,0,50,50,1
16941,0,0,0,1
16942,0,0,0,0
16943,0,0,0,0
16944,0,0,0,0
16945,0,0,0,0
16946,0,0,0,0
16947,0,0,0,0
16948,0,0,0,0
16949,0,0,0,0
16950,0,0,0,0
16951,0,0,0,0
16952,50,0,0,0
16953,50,0,42.5,-1
16954,50,0,85,-1
16955,50,0,127.5,-1
16956,35.29411765,0,170,-1
16957,0,0,200,-0.705882353
16958,0,0,200,0
16959,0,0,200,0
16960,0,0,200,0
16961,0,50,200,0
16962,0,50,150,1
16963,0,50,100,1
16964,0,50,50,1
16965,0,0,0,1
16966,0,0,0,0
16967,0,0,0,0
16968,0,0,0,0
16969,0,0,0,0
16970,0,0,0,0
16971,0,0,0,0
16972,0,0,0,0
16973,0,0,0,0
16974,0,0,0,0
16975,0,0,0,0
16976,50,0,0,0
16977,50,0,42.5,-1
16978,50,0,85,-1
16979,50,0,127.5,-1
16980,35.29411765,0,170,-1
16981,0,0,200,-0.705882353
16982,0,0,200,0
16983,0,0,200,0
16984,0,0,200,0
16985,0,0,200,0
16986,0,50,200,0
16987,0,50,150,1
16988,0,50,100,1
16989,0,50,50,1
16990,0,0,0,1
16991,50,0,0,0
16992,0,0,42.5,-1
16993,26.47058824,0,42.5,0
16994,50,0,65,-0.529411765
16995,50,0,107.5,-1
16996,0,0,150,-1
16997,0,50,150,0
16998,0,50,100,1
16999,0,50,50,1
17000,50,0,0,1
17001,50,0,42.5,-1
17002,50,0,85,-1
17003,50,0,127.5,-1
17004,35.29411765,0,170,-1
17005,0,0,200,-0.705882353
17006,0,0,200,0
17007,0,0,200,0
17008,0,0,200,0
17009,0,50,200,0
17010,0,50,150,1
17011,0,50,100,1
17012,0,50,50,1
17013,0,0,0,1
17014,0,0,0,0
17015,0,0,0,0
17016,0,0,0,0
17017,50,0,0,0
17018,50,0,42.5,-1
17019,50,0,85,-1
17020,0,0,127.5,-1
17021,0,27.5,127.5,0
17022,0,50,100,0.55
17023,0,50,50,1
17024,0,0,0,1
17025,50,0,0,0
17026,50,0,42.5,-1
17027,50,0,85,-1
17028,35.29411765,0,127.5,-1
17029,50,0,157.5,-0.705882353
17030,0,0,200,-1
17031,0,0,200,0
17032,0,0,200,0
17033,0,0,200,0
17034,0,50,200,0
17035,0,50,150,1
17036,0,50,100,1
17037,0,50,50,1
17038,0,0,0,1
17039,0,0,0,0
17040,0,0,0,0
17041,17.64705882,0,0,0
17042,50,0,15,-0.352941176
17043,50,0,57.5,-1
17044,0,0,100,-1
17045,0,50,100,0
17046,0,50,50,1
17047,0,0,0,1
17048,35.29411765,0,0,0
17049,50,0,30,-0.705882353
17050,50,0,72.5,-1
17051,50,0,115,-1
17052,0,0,157.5,-1
17053,50,0,157.5,0
17054,0,0,200,-1
17055,0,0,200,0
17056,0,0,200,0
17057,0,0,200,0
17058,0,50,200,0
17059,0,50,150,1
17060,0,50,100,1
17061,0,50,50,1
17062,0,0,0,1
17063,0,0,0,0
17064,0,0,0,0
17065,0,0,0,0
17066,0,0,0,0
17067,50,0,0,0
17068,8.823529412,0,42.5,-1
17069,0,0,50,-0.176470588
17070,0,50,50,0
17071,0,0,0,1
17072,0,0,0,0
17073,50,0,0,0
17074,50,0,42.5,-1
17075,50,0,85,-1
17076,35.29411765,0,127.5,-1
17077,50,0,157.5,-0.705882353
17078,0,0,200,-1
17079,0,0,200,0
17080,0,0,200,0
17081,0,50,200,0
17082,0,50,150,1
17083,0,50,100,1
17084,0,50,50,1
17085,0,0,0,1
17086,0,0,0,0
17087,0,0,0,0
17088,0,0,0,0
17089,50,0,0,0
17090,0,0,42.5,-1
17091,8.823529412,0,42.5,0
17092,0,0,50,-0.176470588
17093,0,0,50,0
17094,0,50,50,0
17095,0,0,0,1
17096,0,0,0,0
17097,50,0,0,0
17098,50,0,42.5,-1
17099,50,0,85,-1
17100,50,0,127.5,-1
17101,35.29411765,0,170,-1
17102,0,0,200,-0.705882353
17103,0,0,200,0
17104,0,0,200,0
17105,0,50,200,0
17106,0,50,150,1
17107,0,50,100,1
17108,0,50,50,1
17109,0,0,0,1
17110,0,0,0,0
17111,0,0,0,0
17112,0,0,0,0
17113,0,0,0,0
17114,0,0,0,0
17115,0,0,0,0
17116,0,0,0,0
17117,0,0,0,0
17118,0,0,0,0
17119,0,0,0,0
17120,50,0,0,0
17121,50,0,42.5,-1
17122,50,0,85,-1
17123,50,0,127.5,-1
17124,35.29411765,0,170,-1
17125,0,0,200,-0.705882353
17126,0,0,200,0
17127,0,0,200,0
17128,0,0,200,0
17129,0,50,200,0
17130,0,50,150,1
17131,0,50,100,1
17132,0,50,50,1
17133,0,0,0,1
17134,0,0,0,0
17135,0,0,0,0
17136,0,0,0,0
17137,0,0,0,0
17138,0,0,0,0
17139,0,0,0,0
17140,0,0,0,0
17141,0,0,0,0
17142,0,0,0,0
17143,0,0,0,0
17144,50,0,0,0
17145,50,0,42.5,-1
17146,50,0,85,-1
17147,50,0,127.5,-1
17148,35.29411765,0,170,-1
17149,0,0,200,-0.705882353
17150,0,0,200,0
17151,0,0,200,0
17152,0,0,200,0
17153,0,50,200,0
17154,0,50,150,1
17155,0,50,100,1
17156,0,50,50,1
17157,0,0,0,1
17158,0,0,0,0
17159,0,0,0,0
17160,0,0,0,0
17161,0,0,0,0
17162,50,0,0,0
17163,50,0,42.5,-1
17164,50,0,85,-1
17165,0,27.5,127.5,-1
17166,0,50,100,0.55
17167,0,50,50,1
17168,0,0,0,1
17169,50,0,0,0
17170,50,0,42.5,-1
17171,50,0,85,-1
17172,50,0,127.5,-1
17173,0,0,170,-1
17174,35.29411765,0,170,0
17175,0,0,200,-0.705882353
17176,0,0,200,0
17177,0,50,200,0
17178,0,50,150,1
17179,0,50,100,1
17180,0,50,50,1
17181,0,0,0,1
17182,0,0,0,0
17183,0,0,0,0
17184,0,0,0,0
17185,0,0,0,0
17186,50,0,0,0
17187,50,0,42.5,-1
17188,0,0,85,-1
17189,0,35,85,0
17190,0,50,50,0.7
17191,0,0,0,1
17192,35.29411765,0,0,0
17193,50,0,30,-0.705882353
17194,50,0,72.5,-1
17195,50,0,115,-1
17196,50,0,157.5,-1
17197,0,0,200,-1
17198,0,0,200,0
17199,0,0,200,0
17200,0,0,200,0
17201,0,0,200,0
17202,0,50,200,0
17203,0,50,150,1
17204,0,50,100,1
17205,0,50,50,1
17206,0,0,0,1
17207,0,0,0,0
17208,0,0,0,0
17209,26.47058824,0,0,0
17210,50,0,22.5,-0.529411765
17211,50,0,65,-1
17212,50,0,107.5,-1
17213,0,50,150,-1
17214,0,50,100,1
17215,0,50,50,1
17216,0,0,0,1
17217,0,0,0,0
17218,50,0,0,0
17219,50,0,42.5,-1
17220,50,0,85,-1
17221,50,0,127.5,-1
17222,35.29411765,0,170,-1
17223,0,0,200,-0.705882353
17224,0,0,200,0
17225,0,0,200,0
17226,0,50,200,0
17227,0,50,150,1
17228,0,50,100,1
17229,0,50,50,1
17230,0,0,0,1
17231,0,0,0,0
17232,0,0,0,0
17233,50,0,0,0
17234,17.64705882,0,42.5,-1
17235,50,0,57.5,-0.352941176
17236,0,0,100,-1
17237,0,50,100,0
17238,0,50,50,1
17239,0,0,0,1
17240,0,0,0,0
17241,35.29411765,0,0,0
17242,50,0,30,-0.705882353
17243,50,0,72.5,-1
17244,50,0,115,-1
17245,50,0,157.5,-1
17246,0,0,200,-1
17247,0,0,200,0
17248,0,0,200,0
17249,0,0,200,0
17250,0,50,200,0
17251,0,50,150,1
17252,0,50,100,1
17253,0,50,50,1
17254,0,0,0,1
17255,0,0,0,0
17256,0,0,0,0
17257,50,0,0,0
17258,0,0,42.5,-1
17259,8.823529412,0,42.5,0
17260,0,0,50,-0.176470588
17261,0,0,50,0
17262,0,50,50,0
17263,0,0,0,1
17264,0,0,0,0
17265,50,0,0,0
17266,50,0,42.5,-1
17267,50,0,85,-1
17268,50,0,127.5,-1
17269,0,12.5,170,-1
17270,50,0,157.5,0.25
17271,0,0,200,-1
17272,0,0,200,0
17273,0,0,200,0
17274,0,50,200,0
17275,0,50,150,1
17276,0,50,100,1
17277,0,50,50,1
17278,0,0,0,1
17279,0,0,0,0
17280,0,0,0,0
17281,0,0,0,0
17282,0,0,0,0
17283,0,0,0,0
17284,0,0,0,0
17285,0,0,0,0
17286,0,0,0,0
17287,0,0,0,0
17288,0,0,0,0
17289,50,0,0,0
17290,50,0,42.5,-1
17291,50,0,85,-1
17292,50,0,127.5,-1
17293,35.29411765,0,170,-1
17294,0,0,200,-0.705882353
17295,0,0,200,0
17296,0,0,200,0
17297,0,50,200,0
17298,0,50,150,1
17299,0,50,100,1
17300,0,50,50,1
17301,0,0,0,1
17302,0,0,0,0
17303,0,0,0,0
17304,0,0,0,0
17305,0,0,0,0
17306,0,0,0,0
17307,0,0,0,0
17308,0,0,0,0
17309,0,0,0,0
17310,0,0,0,0
17311,0,0,0,0
17312,0,0,0,0
17313,50,0,0,0
17314,50,0,42.5,-1
17315,50,0,85,-1
17316,35.29411765,0,127.5,-1
17317,50,0,157.5,-0.705882353
17318,0,0,200,-1
17319,0,0,200,0
17320,0,0,200,0
17321,0,50,200,0
17322,0,50,150,1
17323,0,50,100,1
17324,0,50,50,1
17325,0,0,0,1
17326,0,0,0,0
17327,0,0,0,0
17328,0,0,0,0
17329,0,0,0,0
17330,50,0,0,0
17331,50,0,42.5,-1
17332,17.64705882,0,85,-1
17333,0,50,100,-0.352941176
17334,0,0,50,1
17335,0,50,50,0
17336,0,0,0,1
17337,0,0,0,0
17338,50,0,0,0
17339,50,0,42.5,-1
17340,50,0,85,-1
17341,50,0,127.5,-1
17342,0,0,170,-1
17343,35.29411765,0,170,0
17344,0,0,200,-0.705882353
17345,0,50,200,0
17346,0,50,150,1
17347,0,50,100,1
17348,0,50,50,1
17349,0,0,0,1
17350,0,0,0,0
17351,50,0,0,0
17352,0,42.5,42.5,-1
17353,0,0,0,0.85
17354,50,0,0,0
17355,50,0,42.5,-1
17356,17.64705882,0,85,-1
17357,0,0,100,-0.352941176
17358,0,50,100,0
17359,0,50,50,1
17360,0,0,0,1
17361,50,0,0,0
17362,50,0,42.5,-1
17363,50,0,85,-1
17364,50,0,127.5,-1
17365,35.29411765,0,170,-1
17366,0,0,200,-0.705882353
17367,0,0,200,0
17368,0,0,200,0
17369,0,50,200,0
17370,0,50,150,1
17371,0,50,100,1
17372,0,50,50,1
17373,0,0,0,1
17374,0,0,0,0
17375,0,0,0,0
17376,0,0,0,0
17377,0,0,0,0
17378,50,0,0,0
17379,50,0,42.5,-1
17380,50,0,85,-1
17381,0,27.5,127.5,-1
17382,0,50,100,0.55
17383,0,50,50,1
17384,0,0,0,1
17385,50,0,0,0
17386,50,0,42.5,-1
17387,50,0,85,-1
17388,50,0,127.5,-1
17389,0,0,170,-1
17390,35.29411765,0,170,0
17391,0,0,200,-0.705882353
17392,0,0,200,0
17393,0,50,200,0
17394,0,50,150,1
17395,0,50,100,1
17396,0,50,50,1
17397,0,0,0,1
17398,0,0,0,0
17399,0,0,0,0
17400,0,0,0,0
17401,0,0,0,0
17402,17.64705882,0,0,0
17403,50,0,15,-0.352941176
17404,50,0,57.5,-1
17405,0,0,100,-1
17406,0,50,100,0
17407,0,50,50,1
17408,0,0,0,1
17409,0,0,0,0
17410,50,0,0,0
17411,50,0,42.5,-1
17412,50,0,85,-1
17413,35.29411765,0,127.5,-1
17414,50,0,157.5,-0.705882353
17415,0,0,200,-1
17416,0,0,200,0
17417,0,50,200,0
17418,0,50,150,1
17419,0,50,100,1
17420,0,50,50,1
17421,0,0,0,1
17422,0,0,0,0
17423,0,0,0,0
17424,0,0,0,0
17425,0,0,0,0
17426,0,0,0,0
17427,50,0,0,0
17428,50,0,42.5,-1
17429,0,35,85,-1
17430,0,50,50,0.7
17431,0,0,0,1
17432,0,0,0,0
17433,0,0,0,0
17434,50,0,0,0
17435,50,0,42.5,-1
17436,50,0,85,-1
17437,35.29411765,0,127.5,-1
17438,50,0,157.5,-0.705882353
17439,0,42.5,200,-1
17440,50,0,157.5,0.85
17441,0,0,200,-1
17442,0,50,200,0
17443,0,50,150,1
17444,0,50,100,1
17445,0,50,50,1
17446,0,0,0,1
17447,0,0,0,0
17448,0,0,0,0
17449,0,0,0,0
17450,0,0,0,0
17451,0,0,0,0
17452,0,0,0,0
17453,0,0,0,0
17454,0,0,0,0
17455,0,0,0,0
17456,0,0,0,0
17457,0,0,0,0
17458,35.29411765,0,0,0
17459,50,0,30,-0.705882353
17460,50,0,72.5,-1
17461,50,0,115,-1
17462,50,0,157.5,-1
17463,0,0,200,-1
17464,0,0,200,0
17465,0,0,200,0
17466,0,50,200,0
17467,0,50,150,1
17468,0,50,100,1
17469,0,50,50,1
17470,0,0,0,1
17471,0,0,0,0
17472,0,0,0,0
17473,0,0,0,0
17474,0,0,0,0
17475,0,0,0,0
17476,0,0,0,0
17477,0,0,0,0
17478,0,0,0,0
17479,0,0,0,0
17480,0,0,0,0
17481,50,0,0,0
17482,0,42.5,42.5,-1
17483,50,0,0,0.85
17484,50,0,42.5,-1
17485,50,0,85,-1
17486,50,0,127.5,-1
17487,35.29411765,0,170,-1
17488,0,0,200,-0.705882353
17489,0,0,200,0
17490,0,50,200,0
17491,0,50,150,1
17492,0,50,100,1
17493,0,50,50,1
17494,0,0,0,1
17495,0,0,0,0
17496,0,0,0,0
17497,17.64705882,0,0,0
17498,50,0,15,-0.352941176
17499,50,0,57.5,-1
17500,0,0,100,-1
17501,0,50,100,0
17502,0,50,50,1
17503,0,0,0,1
17504,0,0,0,0
17505,35.29411765,0,0,0
17506,50,0,30,-0.705882353
17507,50,0,72.5,-1
17508,50,0,115,-1
17509,50,0,157.5,-1
17510,0,42.5,200,-1
17511,50,0,157.5,0.85
17512,0,0,200,-1
17513,0,0,200,0
17514,0,50,200,0
17515,0,50,150,1
17516,0,50,100,1
17517,0,50,50,1
17518,0,0,0,1
17519,0,0,0,0
17520,0,0,0,0
17521,0,0,0,0
17522,50,0,0,0
17523,50,0,42.5,-1
17524,0,0,85,-1
17525,0,35,85,0
17526,0,50,50,0.7
17527,0,0,0,1
17528,0,0,0,0
17529,44.11764706,0,0,0
17530,50,0,37.5,-0.882352941
17531,50,0,80,-1
17532,50,0,122.5,-1
17533,0,50,165,-1
17534,50,0,115,1
17535,50,0,157.5,-1
17536,0,0,200,-1
17537,0,0,200,0
17538,0,50,200,0
17539,0,50,150,1
17540,0,50,100,1
17541,0,50,50,1
17542,0,0,0,1
17543,0,0,0,0
17544,0,0,0,0
17545,50,0,0,0
17546,0,0,42.5,-1
17547,50,0,42.5,0
17548,17.64705882,0,85,-1
17549,0,50,100,-0.352941176
17550,0,50,50,1
17551,0,0,0,1
17552,0,0,0,0
17553,50,0,0,0
17554,50,0,42.5,-1
17555,50,0,85,-1
17556,50,0,127.5,-1
17557,0,12.5,170,-1
17558,50,0,157.5,0.25
17559,0,0,200,-1
17560,0,0,200,0
17561,0,0,200,0
17562,0,50,200,0
17563,0,50,150,1
17564,0,50,100,1
17565,0,50,50,1
17566,0,0,0,1
17567,0,0,0,0
17568,0,0,0,0
17569,0,0,0,0
17570,50,0,0,0
17571,50,0,42.5,-1
17572,50,0,85,-1
17573,0,27.5,127.5,-1
17574,0,50,100,0.55
17575,0,50,50,1
17576,0,0,0,1
17577,50,0,0,0
17578,50,0,42.5,-1
17579,50,0,85,-1
17580,50,0,127.5,-1
17581,0,50,170,-1
17582,44.11764706,0,120,1
17583,50,0,157.5,-0.882352941
17584,0,0,200,-1
17585,0,50,200,0
17586,0,50,150,1
17587,0,50,100,1
17588,0,50,50,1
17589,0,0,0,1
17590,0,0,0,0
17591,0,0,0,0
17592,26.47058824,0,0,0
17593,50,0,22.5,-0.529411765
17594,50,0,65,-1
17595,50,0,107.5,-1
17596,0,0,150,-1
17597,0,50,150,0
17598,0,50,100,1
17599,0,50,50,1
17600,0,0,0,1
17601,50,0,0,0
17602,50,0,42.5,-1
17603,0,12.5,85,-1
17604,50,0,72.5,0.25
17605,50,0,115,-1
17606,50,0,157.5,-1
17607,0,0,200,-1
17608,0,0,200,0
17609,0,0,200,0
17610,0,50,200,0
17611,0,50,150,1
17612,0,50,100,1
17613,0,50,50,1
17614,0,0,0,1
17615,0,0,0,0
17616,0,0,0,0
17617,0,0,0,0
17618,8.823529412,0,0,0
17619,50,0,7.5,-0.176470588
17620,0,0,50,-1
17621,0,0,50,0
17622,0,50,50,0
17623,0,0,0,1
17624,0,0,0,0
17625,50,0,0,0
17626,50,0,42.5,-1
17627,50,0,85,-1
17628,50,0,127.5,-1
17629,35.29411765,0,170,-1
17630,0,0,200,-0.705882353
17631,0,0,200,0
17632,0,0,200,0
17633,0,0,200,0
17634,0,50,200,0
17635,0,50,150,1
17636,0,50,100,1
17637,0,50,50,1
17638,0,0,0,1
17639,0,0,0,0
17640,0,0,0,0
17641,0,0,0,0
17642,0,0,0,0
17643,0,0,0,0
17644,0,0,0,0
17645,0,0,0,0
17646,0,0,0,0
17647,0,0,0,0
17648,0,0,0,0
17649,50,0,0,0
17650,50,0,42.5,-1
17651,50,0,85,-1
17652,50,0,127.5,-1
17653,35.29411765,0,170,-1
17654,0,0,200,-0.705882353
17655,0,0,200,0
17656,0,0,200,0
17657,0,50,200,0
17658,0,50,150,1
17659,0,50,100,1
17660,0,50,50,1
17661,0,0,0,1
17662,0,0,0,0
17663,0,0,0,0
17664,0,0,0,0
17665,17.64705882,0,0,0
17666,50,0,15,-0.352941176
17667,50,0,57.5,-1
17668,0,0,100,-1
17669,0,0,100,0
17670,0,50,100,0
17671,0,50,50,1
17672,0,0,0,1
17673,50,0,0,0
17674,50,0,42.5,-1
17675,50,0,85,-1
17676,50,0,127.5,-1
17677,35.29411765,0,170,-1
17678,0,0,200,-0.705882353
17679,0,0,200,0
17680,0,0,200,0
17681,0,50,200,0
17682,0,50,150,1
17683,0,50,100,1
17684,0,50,50,1
17685,0,0,0,1
17686,0,0,0,0
17687,0,0,0,0
17688,0,0,0,0
17689,26.47058824,0,0,0
17690,50,0,22.5,-0.529411765
17691,50,0,65,-1
17692,50,0,107.5,-1
17693,0,50,150,-1
17694,0,50,100,1
17695,0,50,50,1
17696,0,0,0,1
17697,50,0,0,0
17698,50,0,42.5,-1
17699,50,0,85,-1
17700,50,0,127.5,-1
17701,35.29411765,0,170,-1
17702,0,0,200,-0.705882353
17703,0,0,200,0
17704,0,0,200,0
17705,0,50,200,0
17706,0,50,150,1
17707,0,50,100,1
17708,0,50,50,1
17709,0,0,0,1
17710,0,0,0,0
17711,26.47058824,0,0,0
17712,0,0,22.5,-0.529411765
17713,50,0,22.5,0
17714,50,0,65,-1
17715,50,0,107.5,-1
17716,0,0,150,-1
17717,0,50,150,0
17718,0,50,100,1
17719,0,50,50,1
17720,0,0,0,1
17721,50,0,0,0
17722,50,0,42.5,-1
17723,0,12.5,85,-1
